"Standard Report - Imports"
"Current date: 09/30/2018 8:46 PM (Eastern Daylight Time)"
"Commodity","Country","Time","Customs Value (Gen) ($US)",
"83 Miscellaneous Articles Of Base Metal","China","July 2016","403,702,544"
"83 Miscellaneous Articles Of Base Metal","China","August 2016","435,039,239"
"83 Miscellaneous Articles Of Base Metal","China","September 2016","389,377,613"
"83 Miscellaneous Articles Of Base Metal","China","October 2016","400,377,913"
"83 Miscellaneous Articles Of Base Metal","China","November 2016","428,863,303"
"83 Miscellaneous Articles Of Base Metal","China","December 2016","420,493,575"
"83 Miscellaneous Articles Of Base Metal","China","2017","5,002,190,973"
"83 Miscellaneous Articles Of Base Metal","China","January 2017","458,948,612"
"83 Miscellaneous Articles Of Base Metal","China","February 2017","378,295,698"
"83 Miscellaneous Articles Of Base Metal","China","March 2017","307,870,254"
"83 Miscellaneous Articles Of Base Metal","China","April 2017","382,908,691"
"83 Miscellaneous Articles Of Base Metal","China","May 2017","457,592,979"
"83 Miscellaneous Articles Of Base Metal","China","June 2017","425,145,046"
"83 Miscellaneous Articles Of Base Metal","China","July 2017","433,851,966"
"83 Miscellaneous Articles Of Base Metal","China","August 2017","442,006,514"
"83 Miscellaneous Articles Of Base Metal","China","September 2017","410,773,979"
"83 Miscellaneous Articles Of Base Metal","China","October 2017","440,114,510"
"83 Miscellaneous Articles Of Base Metal","China","November 2017","427,352,632"
"83 Miscellaneous Articles Of Base Metal","China","December 2017","437,330,092"
"83 Miscellaneous Articles Of Base Metal","China","2018 through July","3,145,786,018"
"83 Miscellaneous Articles Of Base Metal","China","January 2018","499,297,820"
"83 Miscellaneous Articles Of Base Metal","China","February 2018","468,240,877"
"83 Miscellaneous Articles Of Base Metal","China","March 2018","370,118,458"
"83 Miscellaneous Articles Of Base Metal","China","April 2018","368,945,954"
"83 Miscellaneous Articles Of Base Metal","China","May 2018","474,202,786"
"83 Miscellaneous Articles Of Base Metal","China","June 2018","473,552,575"
"83 Miscellaneous Articles Of Base Metal","China","July 2018","491,427,548"
